level,gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
bunker_2,5,,warp,45.030,40.75,332,-1783,931,0x0b,wall of tile 010710 (room 0x0b),generic 0x1df514 (preset 0x2721),0x1df514,,4,010710.1 | 0x1df514.4
bunker_2,6,,warp,45.030,40.75,327,-1783,528,0x0b,wall of tile 08A710 (room 0x0b),generic 0x1df394 (preset 0x271e),0x1df394,,4,08A710.1 | 0x1df394.0
silo,2,,warp,43.193,41.65,none found,1815,-1037,0x51,monitor 0x1c8700 (preset 0x2729),monitor 0x1c8ba8 (preset 0x272b),0x1c8700 0x1c8ba8,,4,0x1c8700.1 | 0x1c8ba8.0
dam,3,Window A,warp,51.361,42.17,none found,17848,10238,0x6f,wall of tile 2F8020 (room 0x6f),wall of tile 2F8020 (room 0x6f),,,4,2F8020.2 | 2F8020.4
frigate,1,,warp,55.507,45.59,none found,113,-799,0x05,generic 0x1ea144 (preset 0x273b),generic 0x1ea1c4 (preset 0x273c),0x1ea144 0x1ea1c4,,2,0x1ea144.1 | 0x1ea1c4.5
control,1,,warp,44.100,46.95,none found,-1443,-680,0x3d,wall of tile 00BC49 (room 0x3d),wall of tile 00BD4A (room 0x3d),,,4,00BC49.0 | 00BD4A.1
dam,4,,warp,46.338,47.00,957,14336,1838,0x72,generic 0x1e3148 (preset 0x0052),generic 0x1e33c8 (preset 0x0057),0x1e3148 0x1e33c8,,4,0x1e3148.0 | 0x1e33c8.1
dam,5,Window C,warp,51.450,48.94,none found,17898,5589,0x7a,wall of tile 309B22 (room 0x7a),wall of tile 309A22 (room 0x7a),,,2,0x1e19d0.0 | 309A22.1
control,2,,warp,42.095,51.16,515,1443,-679,0x3e,wall of tile 009549 (room 0x3e),wall of tile 00954A (room 0x3e),,,4,009549.0 | 00954A.1
dam,6,,warp,52.850,53.51,310,17048,19820,0x84,wall of tile 06A031 (room 0x84),wall of tile 08DC32 (room 0x84),,,6,08DE30.1 | 0x1e1dd0.0
dam,7,,warp,51.361,54.23,1451,16953,12708,0x6f,wall of tile 303F22 (room 0x6f),wall of tile 303E22 (room 0x6f),,,1,303E22.1 | 303F22.1
jungle,1,,warp,45.458,55.37,1228,18840,-9567,0x20,wall of tile 248610 (room 0x20),generic 0x1aef10 (preset 0x0078),0x1aef10,,4,0x1aef10.2 | 248610.0
surface_1,1,,warp,58.903,55.70,none found,5020,-18035,0x1e,wall of tile 1A2700 (room 0x1e),generic 0x1dc3c8 (preset 0x275c),0x1dc3c8,,2,0x1dc3c8.0 | 1A2700.2
caverns,1,,warp,37.964,55.81,588,3534,1248,0x0d,wall of tile 078200 (room 0x0d),monitor 0x1c8b00 (preset 0x2710),0x1c8b00,,4,078200.0 | 0x1c8b00.0
caverns,2,,warp,57.309,56.33,494,-540,752,0x12,wall of tile 00C708 (room 0x12),generic 0x1c47e0 (preset 0x005c),0x1c47e0,,2,00C708.1 | 0x1c47e0.0
jungle,2,,warp,57.219,56.36,none found,22176,-4712,0x28,wall of tile 001B18 (room 0x28),generic 0x1b5688 (preset 0x021c),0x1b5688,,2,001B18.2 | 0x1b5688.1
jungle,3,,warp,55.652,57.03,none found,22112,-4798,0x28,generic 0x1b5608 (preset 0x021b),generic 0x1b5688 (preset 0x021c),0x1b5608 0x1b5688,,2,0x1b5608.3 | 0x1b5688.0
dam,8,,warp,55.822,57.91,none found,14307,1835,0x6c,generic 0x1e5ef0 (preset 0x0067),glass 0x1e6680 (preset 0x2715),0x1e5ef0 0x1e6680,,2,0x1e5ef0.0 | 0x1e6680.2
aztec,2,,warp,53.786,57.96,631,2257,239,0x08,wall of tile 01B609 (room 0x08),generic 0x1ea400 (preset 0x00b1),0x1ea400,,2,01B609.1 | 0x1ea400.3
depot,1,,warp,55.571,57.98,633,-892,-5645,0x42,generic 0x1ec3f8 (preset 0x012e),generic 0x1ed3e0 (preset 0x014f),0x1ec3f8 0x1ed3e0,,2,0x1ec3f8.5 | 0x1ed3e0.2
surface_1,2,,warp,53.404,58.46,none found,5117,-17958,0x1e,wall of tile 279900 (room 0x1e),generic 0x1dc3c8 (preset 0x275c),0x1dc3c8,,3,0x1dc3c8.3 | 279900.0
jungle,4,,warp,43.140,58.51,429,22169,-5013,0x28,generic 0x1b5508 (preset 0x0219),generic 0x1b5588 (preset 0x021a),0x1b5508 0x1b5588,,4,0x1b5508.2 | 0x1b5588.1
aztec,3,,warp,58.425,58.95,none found,-1697,-265,0x12,wall of tile 012410 (room 0x12),generic 0x1e896c (preset 0x008d),0x1e896c,,2,012410.2 | 0x1e896c.0
caverns,3,TAS donut box warp #2,warp,51.556,59.25,492,-1068,1391,0x13,wall of tile 00CD08 (room 0x13),generic 0x1c5018 (preset 0x0064),0x1c5018,,2,00CD08.2 | 0x1c5018.2
silo,3,,warp,56.674,59.39,none found,844,-1527,0x3a,wall of tile 005A58 (room 0x3a),generic 0x1c4188 (preset 0x0059),0x1c4188,,2,005A58.0 | 0x1c4188.2
control,3,,warp,0.00013,60.01,none found,1231,499,0x27,wall of tile 019C4A (room 0x27),glass 0x1d7fb4 (preset 0x27c4),0x1d7fb4,,4,019C4A.2 | 0x1d7fb4.2
control,4,,warp,0.00013,60.01,none found,-1231,499,0x31,wall of tile 021B48 (room 0x31),glass 0x1d7e7c (preset 0x27c6),0x1d7e7c,,4,021B48.1 | 0x1d7e7c.2
caverns,4,,warp,56.178,60.51,none found,-2952,-5136,0x2b,wall of tile 02F318 (room 0x2b),generic 0x1c7ed8 (preset 0x009b),0x1c7ed8,,2,02F318.2 | 0x1c7ed8.2
dam,9,,warp,48.193,60.67,402,-5568,-2585,0x54,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4ff0 (preset 0x2748),0x1e4cf0 0x1e4ff0,,8,0x1e4cf0.1 | 0x1e4ff0.0
surface_2,1,,warp,48.503,61.04,none found,2572,-11048,0x1f,generic 0x1eab90 (preset 0x2747),generic 0x1eb430 (preset 0x274b),0x1eab90 0x1eb430,,2,0x1eab90.3 | 0x1eb430.0
dam,10,,warp,1.416,61.37,983,16991,19358,0x88,wall of tile 08F431 (room 0x88),glass 0x1e1d50 (preset 0x276c),0x1e1d50,,2,08F431.0 | 0x1e1d50.2
archives,2,,warp,36.495,61.88,none found,28,-608,0x26,generic 0x1cce6c (preset 0x2808),generic 0x1d076c (preset 0x283a),0x1cce6c 0x1d076c,,4,0x1cce6c.2 | 0x1d076c.0
caverns,5,,warp,45.810,62.03,482,-1478,2741,0x15,wall of tile 008B08 (room 0x15),generic 0x1c5120 (preset 0x0065),0x1c5120,,2,008B08.2 | 0x1c5120.2
dam,11,,warp,50.552,62.13,none found,17573,9463,0x6f,generic 0x1e2888 (preset 0x0158),generic 0x1e2990 (preset 0x0159),0x1e2888 0x1e2990,,2,0x1e2888.2 | 0x1e2990.1
train,1,,warp,45.209,62.27,none found,-14223,463,0x35,wall of tile 0B6228 (room 0x35),generic 0x1c4f20 (preset 0x278c),0x1c4f20,,2,0B6228.2 | 0x1c4f20.4
facility,3,,warp,59.333,62.44,none found,570,-119,0x06,wall of tile 012500 (room 0x06),generic 0x1cb5b4 (preset 0x00e4),0x1cb5b4,,6,012500.1 | 0x1cb6bc.2
dam,12,,warp,0.0022,62.60,935,16641,12382,0x6f,wall of tile 302720 (room 0x6f),glass 0x1e1850 (preset 0x275e),0x1e1850,,2,0x1e1850.0 | 302720.1
dam,13,,warp,3.026,62.83,942,17445,5582,0x7a,wall of tile 308320 (room 0x7a),glass 0x1e1ad0 (preset 0x2763),0x1e1ad0,,4,0x1e1ad0.0 | 308320.1
jungle,5,,warp,56.029,63.45,621,19374,-4970,0x26,generic 0x1b4ae8 (preset 0x0224),generic 0x1b4b68 (preset 0x0225),0x1b4ae8 0x1b4b68,,3,0x1b4ae8.0 | 0x1b4b68.1
jungle,6,,warp,42.546,63.58,478,22292,-4052,0x28,generic 0x1b44e8 (preset 0x0214),generic 0x1b4568 (preset 0x0215),0x1b44e8 0x1b4568,,2,0x1b44e8.3 | 0x1b4568.0
control,5,,warp,0.00024,63.85,none found,-1231,561,0x31,wall of tile 021B48 (room 0x31),glass 0x1d7de8 (preset 0x27c5),0x1d7de8,,2,021B48.1 | 0x1d7de8.1
facility,4,,warp,0.000031,64.14,none found,452,-357,0x07,door 0x1c780c (preset 0x0053),door 0x1c790c (preset 0x0054),0x1c780c 0x1c790c,,5,0x1c780c.0 | 0x1c790c.4
archives,3,,warp,41.339,64.18,none found,123,1409,0x0a,wall of tile 1A0509 (room 0x0a),generic 0x1d1070 (preset 0x2830),0x1d1070,,2,0x1d1070.2 | 1A0509.1
surface_1,3,,warp,58.180,64.20,none found,6252,-18625,0x10,generic 0x1dcbc8 (preset 0x2719),generic 0x1dcfc8 (preset 0x2721),0x1dcbc8 0x1dcfc8,,2,0x1dcbc8.3 | 0x1dcfc8.0
surface_1,4,,warp,46.456,64.30,782,5469,-19338,0x10,generic 0x1dce48 (preset 0x271e),generic 0x1dd1c8 (preset 0x2723),0x1dce48 0x1dd1c8,,2,0x1dce48.1 | 0x1dd1c8.4
depot,2,,warp,0.00049,64.58,none found,4486,-3653,0x1b,wall of tile 01810A (room 0x1b),door 0x1edd30 (preset 0x001f),0x1edd30,,4,01810A.4 | 0x1edd30.1
dam,14,,warp,3.381,64.65,none found,16828,19621,0x84,wall of tile 08BF32 (room 0x84),glass 0x1e1c50 (preset 0x276a),0x1e1c50,,1,08BF32.2 | 0x1e1c50.0
surface_1,5,,warp,46.160,64.75,362,5177,-18533,0x1e,generic 0x1dc1c8 (preset 0x275b),generic 0x1dca48 (preset 0x002b),0x1dc1c8 0x1dca48,,2,0x1dc1c8.1 | 0x1dca48.0
control,6,,warp,25.222,64.91,683,724,-1852,0x0b,wall of tile 033A08 (room 0x0b),generic 0x1d3cb8 (preset 0x27b5),0x1d3cb8,,4,033A08.1 | 0x1d3cb8.0
dam,15,,warp,0.0019,65.25,none found,16821,19586,0x84,wall of tile 08BE32 (room 0x84),glass 0x1e1d50 (preset 0x276c),0x1e1d50,,2,08BE32.1 | 0x1e1d50.0
jungle,7,elevator door warp (left),warp,21.125,65.69,none found,18539,-2715,0x2c,wall of tile 09B72A (room 0x2c),door 0x1b5718 (preset 0x0000),0x1b5718,,4,09B72A.2 | 0x1b5718.3
bunker_1,1,,warp,47.346,65.75,492,963,-582,0x08,wall of tile 048408 (room 0x08),generic 0x1ce87c (preset 0x002d),0x1ce87c,,2,048408.0 | 0x1ce87c.1
frigate,2,,warp,44.685,65.96,none found,-134,-2321,0x0a,wall of tile 05CA10 (room 0x0a),generic 0x1ea244 (preset 0x273e),0x1ea244,,3,05CA10.0 | 0x1ea244.3
dam,16,,warp,57.114,66.08,none found,17816,9692,0x6f,generic 0x1e2258 (preset 0x014c),generic 0x1e2570 (preset 0x0155),0x1e2258 0x1e2570,,2,0x1e2258.0 | 0x1e2570.2
jungle,8,elevator door warp (right),warp,21.127,66.16,none found,18539,-2990,0x2c,wall of tile 09BD2A (room 0x2c),door 0x1b5818 (preset 0x0001),0x1b5818,,2,09BD2A.2 | 0x1b5818.1
dam,17,Window B,warp,55.300,66.22,none found,17813,10317,0x6f,wall of tile 2FF520 (room 0x6f),wall of tile 2FE621 (room 0x6f),,,3,2FE621.1 | 2FF520.3
dam,18,,warp,0.0020,66.25,1303,16662,12682,0x6f,wall of tile 302422 (room 0x6f),glass 0x1e1750 (preset 0x275c),0x1e1750,,2,0x1e1750.0 | 302422.1
silo,4,,warp,31.742,66.86,367,-1535,1661,0x39,wall of tile 042952 (room 0x39),wall of tile 042850 (room 0x39),,,4,042850.0 | 042952.2
silo,5,,warp,31.742,66.86,375,1028,-1476,0x3a,wall of tile 08165A (room 0x3a),wall of tile 081558 (room 0x3a),,,4,081558.0 | 08165A.2
surface_1,6,,warp,49.464,67.06,none found,6406,-18347,0x10,generic 0x1dd3c8 (preset 0x2727),generic 0x1dd448 (preset 0x2728),0x1dd3c8 0x1dd448,,2,0x1dd3c8.0 | 0x1dd448.2
caverns,6,closed elevator door warp,warp,0.00024,67.46,none found,1700,-3504,0x3f,door 0x1cd580 (preset 0x006d),door 0x1cd680 (preset 0x006e),0x1cd580 0x1cd680,,5,0x1cd580.0 | 0x1cd680.3
silo,6,,warp,25.742,67.63,373,-1917,1659,0x39,wall of tile 006450 (room 0x39),monitor 0x1c5d18 (preset 0x2717),0x1c5d18,,4,006450.2 | 0x1c5d18.2
surface_1,7,,warp,47.726,67.67,none found,-6498,-7982,0x1a,wall of tile 24CD02 (room 0x1a),generic 0x1de450 (preset 0x274d),0x1de450,,2,0x1de450.2 | 24CD02.2
archives,4,,warp,27.373,67.69,none found,6,1420,0x0a,generic 0x1cd2ec (preset 0x2811),generic 0x1d1070 (preset 0x2830),0x1cd2ec 0x1d1070,,8,0x1cd2ec.2 | 0x1d1070.0
depot,3,TAS near roller door,warp,0.00012,69.15,none found,-1117,0,0x26,wall of tile 0BD111 (room 0x26),door 0x1ee430 (preset 0x0026),0x1ee430,,4,0BD111.1 | 0x1ee430.2
depot,4,,warp,0.00098,69.15,none found,1140,-9360,0x08,wall of tile 028400 (room 0x08),door 0x1ed830 (preset 0x001a),0x1ed830,,2,028400.2 | 0x1ed830.3
depot,5,,warp,0.000031,69.16,none found,334,-4444,0x1c,wall of tile 01640A (room 0x1c),door 0x1ede30 (preset 0x0020),0x1ede30,,7,01640A.2 | 0x1ede30.0
depot,6,,warp,0.00049,69.16,none found,2714,-8005,0x08,wall of tile 069502 (room 0x08),door 0x1ed930 (preset 0x001b),0x1ed930,,2,069502.1 | 0x1ed930.3
bunker_2,7,,warp,0.00024,69.27,none found,528,2937,0x33,door 0x1d9eac (preset 0x005c),door 0x1d9fac (preset 0x005d),0x1d9eac 0x1d9fac,,9,0x1d9eac.0 | 0x1d9fac.0
bunker_2,8,,warp,0.00024,69.27,none found,-2409,2478,0x25,door 0x1da6ac (preset 0x0066),door 0x1da7ac (preset 0x0067),0x1da6ac 0x1da7ac,,7,0x1da6ac.0 | 0x1da7ac.1
bunker_2,9,,warp,0.000061,69.27,none found,910,4769,0x2f,door 0x1daaac (preset 0x006a),door 0x1dabac (preset 0x006b),0x1daaac 0x1dabac,,9,0x1daaac.2 | 0x1dabac.1
control,7,,warp,0.00012,69.28,none found,1231,561,0x27,wall of tile 019C4A (room 0x27),glass 0x1d7f20 (preset 0x27c3),0x1d7f20,,2,019C4A.2 | 0x1d7f20.1
silo,7,,warp,29.626,69.28,375,4165,1088,0x41,wall of tile 081C62 (room 0x41),wall of tile 081B60 (room 0x41),,,4,081B60.0 | 081C62.2
silo,8,,warp,29.626,69.28,369,1602,4224,0x48,wall of tile 08446A (room 0x48),wall of tile 084368 (room 0x48),,,4,084368.0 | 08446A.2
depot,7,far roller door,warp,2.047,69.37,none found,-2246,-0,0x26,wall of tile 0BD011 (room 0x26),door 0x1ee530 (preset 0x0027),0x1ee530,,2,0BD011.1 | 0x1ee530.2
jungle,9,,warp,36.214,69.55,753,371,833,0x01,generic 0x1a8890 (preset 0x0098),generic 0x1a9510 (preset 0x002f),0x1a8890 0x1a9510,,3,0x1a8890.2 | 0x1a9510.1
control,8,,warp,57.739,69.61,none found,-3827,-2125,0x4b,wall of tile 002952 (room 0x4b),generic 0x1d5210 (preset 0x0036),0x1d5210,,2,002952.1 | 0x1d5210.1
facility,5,,warp,0.000031,71.60,none found,452,-353,0x06,door 0x1c7a0c (preset 0x0055),door 0x1c7b0c (preset 0x0056),0x1c7a0c 0x1c7b0c,,5,0x1c7a0c.2 | 0x1c7b0c.1
control,9,,warp,32.073,72.20,813,1443,-525,0x3e,wall of tile 009749 (room 0x3e),wall of tile 009A49 (room 0x3e),,,4,009749.0 | 009A49.0
dam,19,,warp,56.122,72.28,1410,17843,10393,0x6f,wall of tile 300120 (room 0x6f),wall of tile 2FE722 (room 0x6f),,,2,2FE722.1 | 300120.1
caverns,7,,warp,55.271,72.75,485,-2037,-1222,0x35,generic 0x1c5d74 (preset 0x0095),generic 0x1c5e7c (preset 0x0096),0x1c5d74 0x1c5e7c,,2,0x1c5d74.2 | 0x1c5e7c.0
control,10,,warp,34.077,72.80,none found,-1443,-526,0x3d,wall of tile 00BF49 (room 0x3d),wall of tile 00B048 (room 0x3d),,,4,00B048.2 | 00BF49.0
depot,8,,warp,45.771,73.03,none found,-2170,-5616,0x46,wall of tile 001E59 (room 0x46),generic 0x1ea70c (preset 0x2722),0x1ea70c,,2,001E59.0 | 0x1ea70c.3
facility,6,,warp,34.903,73.38,473,-296,1029,0x04,generic 0x1cb840 (preset 0x00e9),generic 0x1cc6d0 (preset 0x2724),0x1cb840 0x1cc6d0,,2,0x1cb840.2 | 0x1cc6d0.1
dam,20,tunnel gate warp,warp,3.970,73.58,none found,5507,-2985,0x62,door 0x1e7c50 (preset 0x000c),door 0x1e7d50 (preset 0x000d),0x1e7c50 0x1e7d50,,2,0x1e7c50.2 | 0x1e7d50.0
dam,21,,warp,31.239,73.87,none found,14000,2376,0x6a,generic 0x1e61f0 (preset 0x0063),generic 0x1e63f0 (preset 0x0069),0x1e61f0 0x1e63f0,,4,0x1e61f0.0 | 0x1e63f0.1
surface_2,2,,warp,29.104,74.12,513,5962,-19577,0x1d,generic 0x1eafc0 (preset 0x2746),generic 0x1eb4b0 (preset 0x2729),0x1eafc0 0x1eb4b0,,2,0x1eafc0.1 | 0x1eb4b0.4
dam,22,Window D,warp,52.381,74.77,1474,17905,10456,0x6f,wall of tile 300120 (room 0x6f),wall of tile 2FE821 (room 0x6f),,,2,2FE821.0 | 300120.1
silo,9,R-lean'd by Ted FIRST TRY,warp,2.116,74.84,none found,3111,2676,0x47,wall of tile 0A4660 (room 0x47),door 0x1c9d4c (preset 0x0039),0x1c9d4c,,2,0A4660.0 | 0x1c9d4c.1
dam,23,,warp,45.287,74.98,569,15622,12127,0x6f,generic 0x1e30c8 (preset 0x0162),generic 0x1e5970 (preset 0x016c),0x1e30c8 0x1e5970,,2,0x1e30c8.0 | 0x1e5970.3
caverns,8,,warp,56.424,75.39,none found,-4477,-5604,0x28,wall of tile 075518 (room 0x28),generic 0x1c5434 (preset 0x008c),0x1c5434,,2,075518.0 | 0x1c5434.2
control,11,,warp,0.00012,76.04,none found,-1103,-1098,0x10,door 0x1d8c0c (preset 0x0090),door 0x1d8d0c (preset 0x0091),0x1d8c0c 0x1d8d0c,,7,0x1d8c0c.1 | 0x1d8d0c.0
control,12,,warp,0.00049,76.04,none found,-1389,-4244,0x1c,door 0x1d8e2c (preset 0x0097),door 0x1d8f2c (preset 0x0098),0x1d8e2c 0x1d8f2c,,7,0x1d8e2c.0 | 0x1d8f2c.0
surface_1,8,,warp,42.539,76.32,none found,5301,-19177,0x10,generic 0x1dcd48 (preset 0x271c),generic 0x1dcdc8 (preset 0x271d),0x1dcd48 0x1dcdc8,,2,0x1dcd48.3 | 0x1dcdc8.0
facility,7,,warp,40.434,76.34,456,7027,490,0x31,wall of tile 0FCA20 (room 0x31),generic 0x1caf94 (preset 0x00de),0x1caf94,,2,0FCA20.2 | 0x1caf94.2
surface_1,9,,warp,42.227,76.52,none found,6212,-18598,0x10,generic 0x1dcb48 (preset 0x2718),generic 0x1dcbc8 (preset 0x2719),0x1dcb48 0x1dcbc8,,2,0x1dcb48.0 | 0x1dcbc8.4
surface_1,10,,warp,42.171,76.56,none found,9630,-15287,0x1c,generic 0x1dc0c8 (preset 0x2758),generic 0x1dc148 (preset 0x2757),0x1dc0c8 0x1dc148,,2,0x1dc0c8.0 | 0x1dc148.3
surface_1,11,,warp,42.002,76.67,none found,6379,-18592,0x10,generic 0x1dcf48 (preset 0x2720),generic 0x1dcfc8 (preset 0x2721),0x1dcf48 0x1dcfc8,,2,0x1dcf48.0 | 0x1dcfc8.3
silo,10,,warp,0.00017,76.79,none found,13,3170,0x1a,wall of tile 05501A (room 0x1a),door 0x1c974c (preset 0x0032),0x1c974c,,2,05501A.1 | 0x1c974c.2
caverns,9,,warp,18.217,77.16,none found,-3544,-7353,0x2a,generic 0x1cb9a0 (preset 0x2757),generic 0x1cba20 (preset 0x2758),0x1cb9a0 0x1cba20,,14,0x1cb9a0.0 | 0x1cba20.3
archives,5,,warp,0.00024,77.76,none found,-2822,-3272,0x34,wall of tile 00D719 (room 0x34),door 0x1d36c8 (preset 0x00c9),0x1d36c8,,5,069718.0 | 0x1d36c8.2
train,2,,warp,4.708,78.14,none found,-7848,-161,0x1c,wall of tile 08EC19 (room 0x1c),door 0x1cb0ec (preset 0x004c),0x1cb0ec,,2,08EC19.0 | 0x1cb0ec.0
archives,6,,warp,0.00024,78.33,none found,197,-2788,0x37,wall of tile 017919 (room 0x37),glass 0x1d42c8 (preset 0x2719),0x1d42c8,,3,017919.0 | 0x1d42c8.1
archives,7,,warp,0.00024,78.33,none found,197,-2788,0x2f,wall of tile 022311 (room 0x2f),glass 0x1d4548 (preset 0x2718),0x1d4548,,3,022311.0 | 0x1d4548.1
depot,9,depot warp,warp,1.110,78.38,none found,-380,375,0x25,wall of tile 005811 (room 0x25),door 0x1ee630 (preset 0x0028),0x1ee630,,2,005811.0 | 0x1ee630.2
bunker_2,10,bond cell door,warp,7.417,78.44,none found,-3423,4769,0x28,wall of tile 0AF611 (room 0x28),door 0x1dadcc (preset 0x0064),0x1dadcc,,3,0AF611.2 | 0x1dadcc.1
facility,8,,warp,29.382,78.48,279,632,1580,0x03,wall of tile 01C900 (room 0x03),generic 0x1ca554 (preset 0x00d4),0x1ca554,,4,01C900.0 | 0x1ca554.0
bunker_2,11,,warp,6.211,78.67,none found,-3001,4765,0x29,wall of tile 0AFB11 (room 0x29),door 0x1daedc (preset 0x0065),0x1daedc,,2,0AFB11.1 | 0x1daedc.1
train,3,,warp,7.386,79.87,none found,-7261,-228,0x17,wall of tile 0E3311 (room 0x17),door 0x1cafec (preset 0x0042),0x1cafec,,2,0E3311.0 | 0x1cafec.2
caverns,10,,warp,0.00024,79.92,none found,1696,-3579,0x3b,wall of tile 047F20 (room 0x3b),door 0x1cd680 (preset 0x006e),0x1cd680,,3,047F20.1 | 0x1cd680.0
depot,10,left train door,warp,3.881,80.17,none found,-1910,-423,0x59,wall of tile 045579 (room 0x59),door 0x1eec40 (preset 0x002e),0x1eec40,,2,045579.0 | 0x1eec40.1
train,4,,warp,5.539,80.28,none found,-10365,-157,0x26,wall of tile 0AF31A (room 0x26),door 0x1cbb0c (preset 0x0056),0x1cbb0c,,2,0AF31A.1 | 0x1cbb0c.4
caverns,11,,warp,22.688,80.47,458,-2218,1283,0x16,generic 0x1c6ff4 (preset 0x0072),generic 0x1c7934 (preset 0x0076),0x1c6ff4 0x1c7934,,2,0x1c6ff4.0 | 0x1c7934.2
aztec,4,,warp,35.207,80.89,527,3104,-532,0x0c,generic 0x1ea180 (preset 0x00ac),generic 0x1ea200 (preset 0x00ad),0x1ea180 0x1ea200,,4,0x1ea180.0 | 0x1ea200.0
aztec,5,,warp,35.569,81.38,529,3113,583,0x0c,generic 0x1ea280 (preset 0x00ae),generic 0x1ea300 (preset 0x00af),0x1ea280 0x1ea300,,4,0x1ea280.0 | 0x1ea300.1
aztec,6,,warp,35.569,81.38,578,2320,105,0x08,generic 0x1ea380 (preset 0x00b0),generic 0x1ea400 (preset 0x00b1),0x1ea380 0x1ea400,,4,0x1ea380.1 | 0x1ea400.0
control,13,,warp,0.000031,81.60,779,-954,-307,0x3a,wall of tile 019049 (room 0x3a),glass 0x1d8204 (preset 0x27c2),0x1d8204,,9,019049.1 | 0x1d8204.0
control,14,,warp,0.000068,81.61,775,954,-307,0x2c,wall of tile 01D649 (room 0x2c),glass 0x1d8170 (preset 0x27c1),0x1d8170,,8,01D649.0 | 0x1d8170.1
bunker_1,2,mainframe meme,warp,12.363,81.65,477,-1409,618,0x11,generic 0x1d13e0 (preset 0x0031),generic 0x1d1470 (preset 0x0032),0x1d13e0 0x1d1470,,2,0x1d13e0.2 | 0x1d1470.0
control,15,,warp,58.620,81.66,none found,1514,-405,0x3e,wall of tile 008949 (room 0x3e),wall of tile 05FE48 (room 0x3e),,,2,008949.0 | 05FE48.0
archives,8,,warp,0.00024,81.71,none found,-1515,-2648,0x31,wall of tile 050410 (room 0x31),door 0x1d37c8 (preset 0x0083),0x1d37c8,,6,050410.1 | 0x1d37c8.0
train,5,,warp,0.00049,82.47,none found,-6824,-253,0x18,wall of tile 0A4310 (room 0x18),door 0x1caddc (preset 0x0040),0x1caddc,,3,0A4310.2 | 0x1caddc.0
train,6,,warp,0.00049,82.47,none found,-6565,-253,0x18,wall of tile 0A3B10 (room 0x18),door 0x1cacdc (preset 0x003f),0x1cacdc,,3,0A3B10.2 | 0x1cacdc.0
train,7,,warp,0.00049,82.47,none found,-5526,-253,0x1a,wall of tile 098010 (room 0x1a),door 0x1ca8cc (preset 0x003b),0x1ca8cc,,3,098010.2 | 0x1ca8cc.0
